"DISTRICT","JAN","FEB","MAR","APR","MAY","JUN","JUL","AUG","SEP","OCT","NOV","DEC","ANNUAL","JAN.FEB","MAM","JJAS","OND","Apple_Whole year","Arcanut (Processed)_Whole year","Arecanut_Kharif","Arecanut_Rabi","Arecanut_Whole year","Arhar_Kharif","Arhar_Rabi","Arhar_Whole year","Ash Gourd_Whole year","Atcanut (Raw)_Whole year","Bajra_Kharif","Bajra_Rabi","Bajra_Summer","Bajra_Whole year","Banana_Autumn","Banana_Kharif","Banana_Rabi","Banana_Summer","Banana_Whole year","Banana_Winter","Barley_Kharif","Barley_Rabi","Beans & Mutter(Vegetable)_Whole year","Beet Root_Whole year","Ber_Whole year","Bhindi_Whole year","Bitter Gourd_Whole year","Black pepper_Kharif","Black pepper_Rabi","Black pepper_Whole year","Bottle Gourd_Whole year","Brinjal_Whole year","Cabbage_Whole year","Cardamom_Kharif","Cardamom_Whole year","Carrot_Whole year","Cashewnut_Kharif","Cashewnut_Whole year","Cashewnut Processed_Whole year","Cashewnut Raw_Whole year","Castor seed_Kharif","Castor seed_Rabi","Castor seed_Whole year","Cauliflower_Whole year","Citrus Fruit_Whole year","Coconut ('000 Nuts)_Kharif","Coconut ('000 Nuts)_Rabi","Coconut ('000 Nuts)_Whole year","Coffee_Whole year","Cond-spcs other_Kharif","Cond-spcs other_Rabi","Coriander_Kharif","Coriander_Rabi","Coriander_Whole year","Cotton(lint)_Autumn","Cotton(lint)_Kharif","Cotton(lint)_Rabi","Cotton(lint)_Whole year","Cotton(lint)_Winter","Cucumber_Whole year","Drum Stick_Whole year","Dry chillies_Autumn","Dry chillies_Kharif","Dry chillies_Rabi","Dry chillies_Summer","Dry chillies_Whole year","Dry chillies_Winter","Dry ginger_Autumn","Dry ginger_Kharif","Dry ginger_Rabi","Dry ginger_Summer","Dry ginger_Whole year","Dry ginger_Winter","Garlic_Kharif","Garlic_Rabi","Garlic_Whole year","Gram_Kharif","Gram_Rabi","Gram_Whole year","Grapes_Whole year","Groundnut_Autumn","Groundnut_Kharif","Groundnut_Rabi","Groundnut_Summer","Groundnut_Whole year","Groundnut_Winter","Guar seed_Kharif","Guar seed_Whole year","Horse-gram_Kharif","Horse-gram_Rabi","Horse-gram_Summer","Horse-gram_Whole year","Horse-gram_Winter","Jack Fruit_Whole year","Jowar_Kharif","Jowar_Rabi","Jowar_Summer","Jowar_Whole year","Jute_Autumn","Jute_Kharif","Jute_Rabi","Jute_Summer","Jute & mesta_Kharif","Jute & mesta_Whole year","Kapas_Kharif","Khesari_Kharif","Khesari_Rabi","Korra_Kharif","Korra_Rabi","Lab-Lab_Whole year","Linseed_Kharif","Linseed_Rabi","Litchi_Whole year","Maize_Autumn","Maize_Kharif","Maize_Rabi","Maize_Summer","Maize_Whole year","Maize_Winter","Mango_Whole year","Masoor_Kharif","Masoor_Rabi","Mesta_Kharif","Mesta_Whole year","Moong_Autumn","Moong_Kharif","Moong_Rabi","Moong_Summer","Moong_Whole year","Moong_Winter","Moth_Kharif","Moth_Whole year","Niger seed_Kharif","Niger seed_Rabi","Niger seed_Whole year","Niger seed_Winter","Oilseeds total_Kharif","Oilseeds total_Whole year","Onion_Autumn","Onion_Kharif","Onion_Rabi","Onion_Summer","Onion_Whole year","Onion_Winter","Orange_Whole year","Other  Rabi pulses_Rabi","Other  Rabi pulses_Whole year","Other Cereals & Millets_Kharif","Other Cereals & Millets_Rabi","Other Cereals & Millets_Whole year","Other Citrus Fruit_Whole year","Other Dry Fruit_Whole year","other fibres_Whole year","Other Fresh Fruits_Whole year","Other Kharif pulses_Kharif","Other Kharif pulses_Rabi","other misc. pulses_Kharif","other misc. pulses_Rabi","other oilseeds_Kharif","other oilseeds_Rabi","other oilseeds_Whole year","Other Vegetables_Whole year","Papaya_Whole year","Peach_Whole year","Pear_Whole year","Peas  (vegetable)_Whole year","Peas & beans (Pulses)_Autumn","Peas & beans (Pulses)_Kharif","Peas & beans (Pulses)_Rabi","Peas & beans (Pulses)_Summer","Peas & beans (Pulses)_Whole year","Peas & beans (Pulses)_Winter","Pineapple_Whole year","Plums_Whole year","Pome Fruit_Whole year","Pome Granet_Whole year","Potato_Autumn","Potato_Kharif","Potato_Rabi","Potato_Summer","Potato_Whole year","Potato_Winter","Pulses total_Kharif","Pulses total_Rabi","Pulses total_Whole year","Pump Kin_Whole year","Ragi_Autumn","Ragi_Kharif","Ragi_Rabi","Ragi_Summer","Ragi_Whole year","Ragi_Winter","Rapeseed &Mustard_Kharif","Rapeseed &Mustard_Rabi","Rapeseed &Mustard_Whole year","Rapeseed &Mustard_Winter","Redish_Whole year","Ribed Guard_Whole year","Rice_Autumn","Rice_Kharif","Rice_Rabi","Rice_Summer","Rice_Whole year","Rice_Winter","Rubber_Whole year","Safflower_Kharif","Safflower_Rabi","Samai_Kharif","Samai_Rabi","Sannhamp_Kharif","Sannhamp_Whole year","Sesamum_Autumn","Sesamum_Kharif","Sesamum_Rabi","Sesamum_Summer","Sesamum_Whole year","Sesamum_Winter","Small millets_Kharif","Small millets_Rabi","Small millets_Whole year","Snak Guard_Whole year","Soyabean_Autumn","Soyabean_Kharif","Soyabean_Rabi","Soyabean_Winter","Sugarcane_Autumn","Sugarcane_Kharif","Sugarcane_Rabi","Sugarcane_Summer","Sugarcane_Whole year","Sugarcane_Winter","Sunflower_Kharif","Sunflower_Rabi","Sunflower_Summer","Sunflower_Whole year","Sweet potato_Autumn","Sweet potato_Kharif","Sweet potato_Rabi","Sweet potato_Whole year","Sweet potato_Winter","Tapioca_Autumn","Tapioca_Kharif","Tapioca_Rabi","Tapioca_Whole year","Tea_Kharif","Tea_Whole year","Tobacco_Kharif","Tobacco_Rabi","Tobacco_Summer","Tobacco_Whole year","Tomato_Whole year","Total foodgrain_Kharif","Turmeric_Autumn","Turmeric_Kharif","Turmeric_Rabi","Turmeric_Summer","Turmeric_Whole year","Turmeric_Winter","Turnip_Whole year","Urad_Autumn","Urad_Kharif","Urad_Rabi","Urad_Summer","Urad_Whole year","Urad_Winter","Varagu_Kharif","Varagu_Rabi","Water Melon_Whole year","Wheat_Rabi","Wheat_Summer","Wheat_Winter","Yam_Whole year"
"JABALPUR",18.2,11.4,11.4,3.7,7.6,124.6,355.1,411.1,199.5,32.9,7.9,9,1192.4,29.6,22.7,1090.3,49.8,NA,NA,NA,NA,NA,6298.11111111111,NA,NA,NA,NA,19.3333333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24.8888888888889,186.5,NA,NA,235,NA,NA,NA,NA,NA,787.5,103,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,113.5,1,NA,NA,NA,NA,NA,NA,NA,NA,783.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,195.2,NA,NA,48.6666666666667,NA,NA,NA,NA,NA,NA,22.125,NA,62844,NA,NA,NA,113.888888888889,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3812.55555555556,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26,NA,NA,NA,NA,1998.66666666667,NA,NA,4465.44444444444,NA,NA,NA,NA,774,NA,40899.3333333333,4100,NA,NA,904,NA,NA,NA,NA,NA,NA,5858.33333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,276.666666666667,NA,NA,68938,NA,NA,NA,NA,NA,NA,NA,981.5,23292.6,NA,NA,NA,NA,NA,NA,1227.5,1,NA,NA,NA,NA,NA,23485,NA,NA,NA,NA,NA,251.5,NA,NA,NA,NA,NA,358.875,NA,NA,NA,NA,NA,NA,NA,NA,NA,50,NA,NA,3603,NA,NA,NA,NA,NA,62496.2222222222,NA,NA,NA,NA,NA,NA,8.66666666666667,NA,NA,32,44.8,NA,1288.14285714286,NA,NA,1257,NA,11167.1666666667,NA,12236,NA,NA,7443.88888888889,NA,NA,NA,NA,NA,NA,321.555555555556,NA,851.5,NA,NA,60,NA,NA,NA,33.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1066.5,NA,NA,NA,NA,NA,12.5,NA,NA,NA,21646.6,645.6,NA,NA,NA,NA,NA,47,88711.8888888889,NA,NA,NA
"JAHANABAD",12.8,7.6,7,13.1,23.1,112.5,255.6,255.8,196.5,39.1,7.7,5.8,936.6,20.4,43.2,820.4,52.6,NA,NA,NA,NA,NA,257.181818181818,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,444.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24.1111111111111,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28.6666666666667,NA,NA,1.5,NA,NA,NA,NA,NA,NA,12.2,NA,2241.72727272727,NA,NA,NA,69,NA,NA,NA,NA,NA,NA,33,NA,NA,NA,NA,NA,167,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,8520.2,NA,NA,NA,NA,290,NA,782.75,286.571428571429,193.454545454545,232,NA,NA,NA,NA,6541,3,NA,NA,38.4444444444444,14,50.4285714285714,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,169,NA,NA,6269,NA,NA,NA,NA,NA,NA,NA,NA,8.57142857142857,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,946.2,NA,NA,NA,NA,NA,NA,NA,NA,870,291,NA,1725.11111111111,NA,NA,NA,NA,NA,NA,71.3,NA,NA,1,NA,NA,391.181818181818,NA,NA,NA,NA,56823.3333333333,2.66666666666667,NA,32,NA,58672.5,NA,NA,NA,NA,NA,18.6666666666667,20.5,NA,16.6,54,NA,NA,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,292.5,NA,48.75,25.6666666666667,NA,NA,NA,NA,2,4.33333333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,1.5,NA,NA,NA,33.2,NA,NA,NA,NA,NA,NA,NA,31161.3636363636,NA,NA,NA
"JAIPUR",6.7,7.5,2.4,3.9,15,52.1,206.9,192.5,73.1,11.8,2.7,2.6,577.2,14.2,21.3,524.6,17.1,NA,NA,NA,NA,NA,307.3,NA,NA,NA,NA,274008.363636364,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50087.3636363636,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,67.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,70,NA,212.333333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,1165.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,58.625,NA,34716.4545454545,NA,NA,NA,48206.1818181818,NA,NA,NA,NA,NA,68790.6,NA,NA,NA,NA,NA,NA,31810.1818181818,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.125,NA,NA,5904.36363636364,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,55929,NA,NA,NA,NA,1097,NA,NA,NA,NA,NA,NA,7,NA,NA,NA,NA,2475.1,NA,NA,8.75,NA,NA,NA,NA,NA,NA,NA,754,10062.5,NA,NA,NA,NA,12050,6462,10334,NA,NA,NA,NA,NA,NA,7573,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,109655.2,NA,NA,NA,NA,NA,7.66666666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.77777777777778,NA,7540.7,NA,NA,NA,NA,7,NA,NA,NA,NA,9.66666666666667,NA,NA,NA,NA,NA,NA,63.6,NA,NA,NA,NA,NA,NA,NA,NA,15.3333333333333,NA,NA,NA,NA,1,NA,NA,NA,7,NA,45.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1264.09090909091,NA,NA,NA,NA,NA,NA,2641.5,151213.818181818,NA,NA,NA
"JAISALMER",1.7,2.9,2.2,3.8,6.6,19.4,59.3,56.9,22.8,3.1,1.5,1,181.2,4.6,12.6,158.4,5.6,NA,NA,NA,NA,NA,14.3333333333333,NA,NA,NA,NA,116516,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,80.4545454545455,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,561.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.625,NA,237.777777777778,NA,NA,NA,NA,NA,NA,NA,NA,NA,107.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,28169.6363636364,NA,NA,NA,4541.18181818182,NA,NA,NA,NA,NA,316423.8,NA,NA,NA,NA,NA,NA,2923.09090909091,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.75,NA,NA,22.5,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,2064.18181818182,NA,NA,NA,NA,945.090909090909,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23.6666666666667,NA,NA,9.66666666666667,NA,NA,NA,NA,NA,NA,NA,1.5,14.75,NA,NA,NA,NA,4633,12816,37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,53864.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,383.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.33333333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.66666666666667,NA,NA,NA,NA,NA,NA,NA,10272.8181818182,NA,NA,NA
"JAJPUR",10.6,28.4,33.5,48,91.9,250,283.5,363.2,258.1,134.6,33.6,5.9,1541.3,39,173.4,1154.8,174.1,NA,NA,NA,NA,NA,2470,170,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45,207,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1146.33333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019.66666666667,NA,NA,222.666666666667,NA,NA,NA,NA,NA,NA,611.2,NA,129.833333333333,NA,NA,24.5,11879.2857142857,NA,13059.3333333333,NA,415,NA,NA,1326.57142857143,NA,1,NA,1546.16666666667,NA,167.5,NA,NA,NA,614.6,1055.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,190.5,NA,40.3333333333333,105.285714285714,NA,4.25,NA,35,NA,NA,NA,343.333333333333,NA,NA,7459.57142857143,NA,10645.5,NA,14.6666666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,858.5,NA,NA,93.8,NA,NA,NA,NA,NA,NA,NA,NA,620,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,297.285714285714,376,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,179.857142857143,NA,319.666666666667,NA,NA,18136.8333333333,136230,NA,3338,NA,119284.666666667,NA,NA,30,NA,NA,NA,NA,14.25,12.5714285714286,NA,4.25,NA,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,324.125,372.4,NA,60.6,NA,NA,NA,NA,NA,231.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,256.833333333333,NA,NA,32,8764.85714285714,NA,14,NA,10152.5,NA,NA,NA,49,45,NA,NA
"JALANDHAR",28.6,28.6,30.7,13.7,20.2,48.5,203.9,188.1,111,21.9,7.3,16.6,719.1,57.2,64.6,551.5,45.8,NA,NA,NA,NA,NA,861.538461538462,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,NA,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,266.666666666667,NA,NA,12923.0769230769,NA,NA,NA,NA,NA,NA,100,NA,NA,NA,133.333333333333,NA,NA,300,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,120,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1266.66666666667,NA,NA,NA,NA,NA,144384.615384615,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,861.538461538462,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12522.2222222222,NA,NA,5000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,167538.461538462,NA,NA,NA
"JALAUN",13.5,11.2,5.7,2,8.1,65.7,239.5,310.8,158.9,47.2,3.6,5.3,871.5,24.7,15.8,774.9,56.1,NA,NA,NA,NA,NA,7487.77777777778,NA,NA,NA,NA,13562,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,8320,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25.6666666666667,2.5,NA,2,NA,NA,NA,NA,NA,NA,106,NA,NA,86.6666666666667,NA,NA,NA,NA,NA,NA,NA,NA,1.5,NA,NA,60287.6666666667,NA,NA,NA,77.9090909090909,NA,NA,NA,NA,75.5,74.6666666666667,NA,NA,NA,NA,NA,NA,10890.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,657.583333333333,NA,NA,20.7272727272727,14,NA,NA,NA,NA,NA,42727.1111111111,NA,NA,NA,739.444444444444,11,87.5,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,101.714285714286,50,151.666666666667,NA,NA,53577.5,NA,NA,NA,NA,NA,NA,NA,NA,34492,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,47736,NA,47108,NA,NA,NA,NA,NA,NA,NA,366.714285714286,NA,260.8,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,9223.16666666667,NA,NA,NA,NA,NA,890.083333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,47.5714285714286,96,NA,23896.4545454545,NA,NA,NA,NA,2,NA,NA,NA,NA,769.272727272727,NA,NA,NA,1869,NA,NA,1833.6,NA,6,NA,2,NA,NA,3.25,NA,15.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20446.4444444444,NA,NA,NA,NA,NA,NA,NA,125912.583333333,NA,NA,NA
"JALGAON",3.3,2.4,4.3,1.4,7.5,132.1,191,195.6,123.1,46.1,17.1,7,730.9,5.7,13.2,641.8,70.2,NA,NA,NA,NA,NA,21758.25,NA,NA,NA,NA,49397.0833333333,NA,NA,NA,NA,NA,NA,NA,35900,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,230.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,377923.636363636,NA,396100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42348.3333333333,NA,18,NA,3927.83333333333,NA,3304.88888888889,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,113345.545454545,37500.4545454545,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30455.6363636364,2682.81818181818,670.5,NA,NA,1970,NA,NA,NA,NA,NA,36195.5833333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5307,NA,NA,NA,NA,700,NA,NA,NA,NA,NA,NA,8000,NA,NA,NA,250,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,137.625,NA,NA,NA,NA,NA,740.1,NA,NA,NA,NA,NA,NA,740.6,NA,NA,NA,NA,NA,21001.8333333333,NA,NA,NA,NA,1825,1500,NA,NA,NA,9822.54545454545,8500,NA,NA,12375,NA,NA,11153,NA,2226.16666666667,692.75,289.333333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,313,NA,NA,NA,NA,NA,NA,NA,NA,NA,50932.75,NA,NA,NA,NA,NA,NA,NA,35702.1666666667,NA,NA,NA
"JALORE",1.8,1.1,2.6,1.4,8.2,34.5,161.1,132.2,66.4,9.2,7.6,1,427.1,2.9,12.2,394.2,17.8,NA,NA,NA,NA,NA,2.33333333333333,NA,NA,NA,NA,346520.636363636,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,369.272727272727,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35853.8,NA,NA,NA,68.5,NA,NA,NA,NA,NA,NA,NA,NA,5.375,NA,582.666666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,559.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.85714285714286,NA,3535.81818181818,NA,NA,NA,1386.54545454545,NA,NA,NA,NA,NA,65622.8,NA,NA,NA,NA,NA,NA,4120.36363636364,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.57142857142857,NA,NA,98,NA,NA,NA,NA,40.5,NA,2,1,NA,NA,74230.7272727273,NA,NA,NA,NA,23481.7272727273,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,221.4,NA,1,32,NA,NA,NA,NA,NA,NA,NA,222,330.3,NA,NA,NA,NA,2119.33333333333,42351,1359,8,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,34.8888888888889,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,71786,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,19428,NA,NA,NA,NA,783.4,254.75,NA,NA,NA,1.66666666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,54.4,NA,NA,NA,NA,NA,NA,NA,NA,401.333333333333,NA,32.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.6666666666667,NA,NA,NA,NA,NA,NA,1,30643.6363636364,NA,NA,NA
"JALPAIGURI",9.2,17.8,39.7,119.3,339.3,667.3,931.4,670.9,488.3,159.9,18,7.2,3468.3,27,498.3,2757.9,185.1,NA,NA,NA,NA,2559.77777777778,29.8,15.3333333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,897.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5425.7,NA,NA,1323.7,NA,NA,NA,NA,64,NA,NA,NA,68.2857142857143,NA,NA,NA,NA,661.666666666667,383,956,NA,NA,NA,NA,58.8181818181818,NA,NA,NA,NA,NA,NA,NA,NA,NA,42112.1818181818,NA,NA,NA,NA,NA,584,605.727272727273,NA,NA,NA,NA,926,NA,3850,6127.66666666667,45,7887.33333333333,NA,NA,NA,NA,1359.45454545455,389.818181818182,NA,NA,50.25,69.4444444444444,151.363636363636,NA,NA,NA,NA,1656.27272727273,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,165.545454545455,NA,NA,NA,NA,NA,NA,NA,NA,NA,32326,NA,23526,NA,NA,NA,NA,NA,270,408.444444444444,NA,NA,NA,NA,NA,8456.90909090909,NA,NA,NA,NA,49320.8181818182,NA,NA,16629.9090909091,NA,181089.272727273,NA,NA,55,NA,NA,NA,NA,76,NA,NA,1195.33333333333,1294.125,110,113,352.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,101.1,NA,92.1428571428571,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,616,NA,NA,NA,NA,NA,NA,1571.6,NA,NA,NA,1459.63636363636,845.454545454545,NA,NA,NA,NA,NA,NA,20230.9090909091,NA,NA,NA
"JAMMU",56.3,66.6,68.9,37.2,39.9,63.9,366.6,323.6,106.4,31.5,15.7,34.7,1211.3,122.9,146,860.5,81.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11773.1428571429,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,232.142857142857,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,145,NA,6,NA,NA,34,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,9,15,NA,185.25,NA,NA,NA,20.25,NA,NA,NA,NA,NA,NA,616,NA,NA,NA,NA,NA,1996,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,96.3333333333333,NA,NA,18407.2857142857,NA,NA,NA,NA,NA,NA,9.5,NA,NA,NA,155.6,NA,NA,NA,NA,264,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,130.5,NA,NA,2,NA,10,NA,NA,NA,NA,NA,338,318,NA,NA,NA,96.5,2,30,1075.5,NA,NA,NA,NA,NA,NA,28.2,NA,NA,NA,NA,NA,NA,NA,NA,78,115,NA,90.3333333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,706,NA,NA,NA,NA,NA,51486,NA,NA,NA,NA,NA,NA,NA,NA,NA,306,148.333333333333,NA,1900.66666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,61.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31.6666666666667,NA,NA,NA,9,NA,NA,NA,NA,NA,NA,5108.6,NA,NA,NA,NA,NA,NA,NA,92005.6666666667,NA,NA,NA
